author	title	type	collection	year	_merge	category
"[{:family=>""Baker"", :given=>""George""}, {:family=>""Hubbard"", :given=>""Thomas""}]"	Contractibility and Asset Ownership: On-Board Computers and Governance in US Trucking	article-journal	Quarterly Journal of Economics	2004	right_only	Required
"[{:family=>""Baker"", :given=>""George""}, {:family=>""Gibbs"", :given=>""Michael""}, {:family=>""Holmstrom"", :given=>""Bengt""}]"	The Wage Policy of a Firm	article-journal	Quarterly Journal of Economics	1994	right_only	Required
"[{:family=>""Ménard"", :given=>""Claude""}]"	Hybrid Modes of Organization: Alliances	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Garicano"", :given=>""Luis""}, {:family=>""Zandt"", :given=>""Timothy"", :particle=>""Van""}]"	Hierarchies and the Division of Labor	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Radner"", :given=>""Roy""}]"	The Organization of Decentralized Information Processing	article-journal	Econometrica	1993	right_only	Optional
"[{:family=>""Calvo"", :given=>""Guillermo""}, {:family=>""Wellisz"", :given=>""Stanislaw""}]"	Hierarchy	article-journal	Journal of Political Economy	1979	right_only	Optional
"[{:family=>""Hermalin"", :given=>""Benjamin""}]"	Leadership and Corporate Culture	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Camerer"", :given=>""Colin""}, {:family=>""Weber"", :given=>""Roberto""}]"	Experimental Organizational Economics	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Csaszar"", :given=>""Felipe""}]"	Organizational Structure as a Determinant of Performance: Evidence from Mutual Funds	manuscript		2008	right_only	Optional
"[{:family=>""Ichniowski"", :given=>""Casey""}, {:family=>""Shaw"", :given=>""Kathryn""}]"	Insider Econometrics: A Roadmap to Estimating Empirical Models of Organizational Performance	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Brynjolfsson"", :given=>""Erik""}, {:family=>""Milgrom"", :given=>""Paul""}]"	Complementarity in Organizations	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Waldman"", :given=>""Michael""}]"	Theory and Evidence in Internal Labor Markets	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Lazear"", :given=>""Edward""}, {:family=>""Oyer"", :given=>""Paul""}]"	Personnel Economics	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Baker"", :given=>""George""}]"	Distortion and Risk in Optimal Incentive Contracts	article-journal	Journal of Human Resources	2002	right_only	Optional
"[{:family=>""Baron"", :given=>""James""}, {:family=>""Kreps"", :given=>""David""}]"	Employment as an Economic and a Social Relationship	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Lafontaine"", :given=>""Francine""}, {:family=>""Slade"", :given=>""Margaret""}]"	Inter-Firm Contracts: Evidence	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Malcomson"", :given=>""James""}]"	Relational Incentive Contracts	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Klein"", :given=>""Benjamin""}, {:family=>""Murphy"", :given=>""Kevin M.""}]"	Vertical Integration as a Self-Enforcing Contractual Arrangement	article-journal	American Economic Review	1997	right_only	Optional
"[{:family=>""Forbes"", :given=>""Silke""}, {:family=>""Lederman"", :given=>""Mara""}]"	Adaptation and Vertical Integration in the Airline Industry	manuscript		2008	right_only	Optional
"[{:family=>""Forbes"", :given=>""Silke""}, {:family=>""Lederman"", :given=>""Mara""}]"	Does Vertical Integration Affect Firm Performance? Evidence from the Airline Industry	manuscript		2008	right_only	Optional
"[{:family=>""Bresnahan"", :given=>""Timothy""}, {:family=>""Levin"", :given=>""Jonathan""}]"	Vertical Integration and Market Structure	chapter	The Handbook of Organizational Economics	2009	right_only	Optional
"[{:family=>""Tadelis"", :given=>""Steven""}, {:family=>""Williamson"", :given=>""Oliver""}]"	Transaction Cost Economics	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Segal"", :given=>""Ilya""}, {:family=>""Whinston"", :given=>""Michael""}]"	Property Rights	chapter	The Handbook of Organizational Economics		right_only	Optional
"[{:family=>""Baker"", :given=>""George""}]"	Clinical Papers in Organizational Economics	chapter	The Handbook of Organizational Economics		right_only	Optional
